repeat,combination,postprocess,mask_source,strategy,features,corrected,introduced,threshold,auc,accuracy,sensitivity,specificity,balanced_accuracy,precision,f1,tn,fp,fn,tp
14,RB,True,reference_fixed,Bayes + SFS,H,0,0,-5.504173027600306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
14,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",0,0,-0.7700054041401234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
14,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",0,0,25.460765060154465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
14,RB,True,reference_redesign,Bayes + SFS,H,0,0,-5.504173027600306,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
14,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",0,0,-0.7700054041401234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
14,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,0,6.151239763554694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
14,RB,True,kmeans_linear_hue,Bayes + SFS,a*,0,0,4.539747743611919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
14,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,3,2.5878090751700364,1.0,0.75,0.5,1.0,0.75,1.0,0.6666666666666666,6,0,3,3
15,RB,True,kmeans,Bayes + análisis,"H,G,R",0,0,3.823352681090393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,kmeans,Bayes + SFS,"H,B,R,S",0,0,1.859603177071488,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
15,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,0.6612821709838448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,reference_test_swap,Bayes + análisis,"H,G,R",0,0,3.823352681090393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,reference_test_swap,Bayes + SFS,"H,B,R,S",0,0,1.859603177071488,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
15,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",0,0,0.6612821709838448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,reference_fixed,Bayes + análisis,"H,G,R",0,0,-13.821262826860117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,reference_fixed,Bayes + SFS,"H,B,R,S",1,0,-4.9217888713185864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.6267812914124327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,reference_redesign,Bayes + análisis,"H,S,R",0,0,-6.800034644996381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,reference_redesign,Bayes + SFS,G,1,0,-2.3748008548405446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.6267812914124327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,0,10.053353539752912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,kmeans_linear_hue,Bayes + SFS,"a*,B,S,H,V",1,0,6.028737029884593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
15,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3",0,0,0.6620268594168217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,kmeans,Bayes + análisis,"a*,R,S",0,0,-3.7289261420594864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,kmeans,Bayes + SFS,"H,S",0,0,-1.6501956052140678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,-2.250703191713105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,reference_test_swap,Bayes + análisis,"a*,R,S",0,1,-3.7289261420594864,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
16,RB,True,reference_test_swap,Bayes + SFS,"H,S",0,0,-1.6501956052140678,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",0,1,-2.250703191713105,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
16,RB,True,reference_fixed,Bayes + análisis,"a*,R,S",0,0,-5.091661196573596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,reference_fixed,Bayes + SFS,"H,S",0,0,-8.338354472495029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.7639940053928038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",0,0,-5.091661196573596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,reference_redesign,Bayes + SFS,H,0,0,-10.11501116320468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.7639940053928038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,0,1.88116597144999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,kmeans_linear_hue,Bayes + SFS,"a*,S,V,B",0,0,-2.0584471220062763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
16,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,2,-2.1463685868181175,1.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333333,0.75,0.8571428571428571,4,2,0,6
17,RB,True,kmeans,Bayes + análisis,"a*,R,S",0,0,5.7553229270516235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,kmeans,Bayes + SFS,"H,B,R,S",0,0,2.3215210500836605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,1.2590773083392728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,reference_test_swap,Bayes + análisis,"a*,R,S",0,0,5.7553229270516235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,reference_test_swap,Bayes + SFS,"H,B,R,S",0,0,2.3215210500836605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",0,0,1.2590773083392728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,reference_fixed,Bayes + análisis,"a*,R,S",0,0,3.2419074146284643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,reference_fixed,Bayes + SFS,"H,B,R,S",0,0,-2.2324401660012354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",0,0,-3.7951055033608205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",0,0,3.2419074146284643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,reference_redesign,Bayes + SFS,H,0,0,-3.2476998345967254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",0,0,-3.7951055033608205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,S",0,0,5.7553229270516235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,kmeans_linear_hue,Bayes + SFS,"a*,S,B",0,0,1.6075127775398341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
17,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,0,0.4520283411119772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,kmeans,Bayes + análisis,"a*,S,R",0,0,3.2777612040179314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,kmeans,Bayes + SFS,"H,S",0,0,-0.28434093909656966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,0.45664601636528346,0.9444444444444445,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
18,RB,True,reference_test_swap,Bayes + análisis,"a*,S,R",0,0,3.2777612040179314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,reference_test_swap,Bayes + SFS,"H,S",0,0,-0.28434093909656966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",1,0,0.45664601636528346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,reference_fixed,Bayes + análisis,"a*,S,R",0,0,2.1502425453076723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,reference_fixed,Bayes + SFS,"H,S",0,0,-3.80488537353022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",1,0,-2.892556389138827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",0,0,2.1502425453076714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,reference_redesign,Bayes + SFS,H,0,0,-3.4012931528365247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",1,0,-2.892556389138827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,H,S",0,0,0.46024600009587324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,kmeans_linear_hue,Bayes + SFS,"a*,S",0,0,1.3603275273365667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
18,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,0,-0.056915033444921104,0.9166666666666667,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
19,RB,True,kmeans,Bayes + análisis,"a*,R,S",0,0,5.662280023846753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,kmeans,Bayes + SFS,"H,S,R,B",0,0,-0.685597263427427,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
19,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,0.45131174052681455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,reference_test_swap,Bayes + análisis,"a*,R,S",0,0,5.662280023846753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,reference_test_swap,Bayes + SFS,"H,S,R,B",1,0,-0.685597263427427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",0,0,0.45131174052681455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,reference_fixed,Bayes + análisis,"a*,R,S",0,0,-2.9766822762201635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,reference_fixed,Bayes + SFS,"H,S,R,B",1,0,-8.930225303570126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",0,0,-5.990583180740665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,reference_redesign,Bayes + análisis,"a*,S,R",0,0,-2.9766822762201635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,reference_redesign,Bayes + SFS,H,1,0,-8.060440089408585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",0,0,-5.990583180740665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,0,6.748629552355722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,kmeans_linear_hue,Bayes + SFS,"a*,S,B",1,0,5.776160330276578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
19,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,1,0.3448098161287132,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,RB,True,kmeans,Bayes + análisis,"a*,R,S",0,0,-2.107599794027762,0.9444444444444445,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,RB,True,kmeans,Bayes + SFS,H,0,0,-8.890042485333744,0.9444444444444445,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.0853866989137617,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,RB,True,reference_test_swap,Bayes + análisis,"a*,R,S",1,0,-2.107599794027762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,RB,True,reference_test_swap,Bayes + SFS,H,1,0,-8.890042485333744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",1,0,-1.0853866989137617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,RB,True,reference_fixed,Bayes + análisis,"a*,R,S",1,0,-4.7735918147504925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,RB,True,reference_fixed,Bayes + SFS,H,1,0,-17.50814233953939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",1,0,-3.2413785629745964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,RB,True,reference_redesign,Bayes + análisis,"a*,S,R",1,0,-4.773591814750491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,RB,True,reference_redesign,Bayes + SFS,H,1,0,-17.50814233953939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",1,0,-3.2413785629745964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
20,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,0,-2.717513044881554,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,RB,True,kmeans_linear_hue,Bayes + SFS,a*,0,0,0.5024101142047384,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
20,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,0,0.1971762634538905,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
21,RB,True,kmeans,Bayes + análisis,"a*,R,S",0,0,-7.286268724788826,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
21,RB,True,kmeans,Bayes + SFS,H,0,0,-5.8294456759115745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,-2.2696828757646976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,RB,True,reference_test_swap,Bayes + análisis,"a*,R,S",1,0,-7.286268724788826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,RB,True,reference_test_swap,Bayes + SFS,H,0,0,-5.8294456759115745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",0,1,-2.2696828757646976,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
21,RB,True,reference_fixed,Bayes + análisis,"a*,R,S",1,0,-20.86474828515749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,RB,True,reference_fixed,Bayes + SFS,H,0,0,-27.43166301193611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",0,0,-12.009321458345742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",1,0,-20.86474828515749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,RB,True,reference_redesign,Bayes + SFS,G,0,1,2.669346120390777,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
21,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",0,0,-12.009321458345742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,0,-7.824598065949293,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
21,RB,True,kmeans_linear_hue,Bayes + SFS,a*,0,0,-2.3183589229461457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
21,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,1,0.7133640972534199,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,RB,True,kmeans,Bayes + análisis,"a*,R,S",0,0,-4.801131691059505,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,RB,True,kmeans,Bayes + SFS,H,0,0,-5.368685179830189,0.9444444444444445,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.2390527951998078,0.9444444444444445,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,RB,True,reference_test_swap,Bayes + análisis,"a*,R,S",1,0,-4.801131691059505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,RB,True,reference_test_swap,Bayes + SFS,H,1,0,-5.368685179830189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",1,1,-1.2390527951998078,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
22,RB,True,reference_fixed,Bayes + análisis,"a*,R,S",1,0,-3.0666098572697402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,RB,True,reference_fixed,Bayes + SFS,H,1,0,-8.301938010108852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",1,0,-0.9702099215171209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",1,0,-3.0666098572697402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,RB,True,reference_redesign,Bayes + SFS,H,1,0,-8.301938010108852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",1,0,-0.9702099215171209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
22,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,0,-5.421910025287694,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,RB,True,kmeans_linear_hue,Bayes + SFS,a*,0,0,-1.0014046699547268,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
22,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,2,-1.5690033686450322,0.8055555555555555,0.75,0.8333333333333334,0.6666666666666666,0.75,0.7142857142857143,0.7692307692307692,4,2,1,5
23,RB,True,kmeans,Bayes + análisis,"H,G,R",0,0,-7.384301994514299,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
23,RB,True,kmeans,Bayes + SFS,H,0,0,-6.1997224919001575,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
23,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,-0.12393026424943354,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
23,RB,True,reference_test_swap,Bayes + análisis,"H,G,R",1,0,-7.384301994514299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,RB,True,reference_test_swap,Bayes + SFS,H,1,0,-6.1997224919001575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",1,0,-0.12393026424943354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,RB,True,reference_fixed,Bayes + análisis,"H,G,R",1,0,2.327695819664811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,RB,True,reference_fixed,Bayes + SFS,H,1,0,0.102509655707685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",1,0,-1.248562105507089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",1,0,30.782250225085022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,RB,True,reference_redesign,Bayes + SFS,H,1,0,0.102509655707685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",1,0,-1.248562105507089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
23,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,0,4.0637204511753104,0.888888888888889,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
23,RB,True,kmeans_linear_hue,Bayes + SFS,a*,0,0,1.5409622011839699,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
23,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,2,0.07929077343006785,0.8333333333333334,0.75,0.6666666666666666,0.8333333333333334,0.75,0.8,0.7272727272727272,5,1,2,4
24,RB,True,kmeans,Bayes + análisis,"a*,R,S",0,0,-3.1125792872045137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,kmeans,Bayes + SFS,"H,B,V,S",0,0,-2.0580799245058383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,kmeans,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.2679388960222688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,reference_test_swap,Bayes + análisis,"a*,R,S",0,0,-3.1125792872045137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,reference_test_swap,Bayes + SFS,"H,B,V,S",0,0,-2.0580799245058383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,reference_test_swap,PCA + Bayes,"PC1,PC2,PC3",0,0,-1.2679388960222688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,reference_fixed,Bayes + análisis,"a*,R,S",0,0,-1.8561309759338087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,reference_fixed,Bayes + SFS,"H,B,V,S",0,0,-7.861980669981733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,reference_fixed,PCA + Bayes,"PC1,PC2,PC3",0,0,-2.6810034520678006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,reference_redesign,Bayes + análisis,"a*,R,S",0,0,-1.8561309759338087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,reference_redesign,Bayes + SFS,G,0,1,-2.0989537978521646,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
24,RB,True,reference_redesign,PCA + Bayes,"PC1,PC2,PC3",0,0,-2.6810034520678006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,kmeans_linear_hue,Bayes + análisis,"a*,R,H",0,1,-3.4036676317314294,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9166666666666667,0.8571428571428571,0.923076923076923,5,1,0,6
24,RB,True,kmeans_linear_hue,Bayes + SFS,"a*,S,R",0,0,-3.1125792872045155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,0,0,6
24,RB,True,kmeans_linear_hue,PCA + Bayes,"PC1,PC2,PC3,PC4",0,1,1.1722603542213026,1.0,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
25,RB,True,kmeans,Bayes + análisis,"a*,G,R",0,0,4.6642942515427235,0.8611111111111112,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666667,1.0,0.9090909090909091,6,0,1,5
